LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,MSSubClass_SC120,MSSubClass_SC160,MSSubClass_SC180,MSSubClass_SC190,MSSubClass_SC20,MSSubClass_SC30,MSSubClass_SC40,MSSubClass_SC45,MSSubClass_SC50,MSSubClass_SC60,MSSubClass_SC70,MSSubClass_SC75,MSSubClass_SC80,MSSubClass_SC85,MSSubClass_SC90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_1,Alley_2,Alley_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MiscFeature_Gar2,MiscFeature_No,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_Apr,MoSold_Aug,MoSold_Dec,MoSold_Feb,MoSold_Jan,MoSold_Jul,MoSold_Jun,MoSold_Mar,MoSold_May,MoSold_Nov,MoSold_Oct,MoSold_Sep,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
60,9.008591318,1.098612289,1.609437912,1.609437912,1.386294361,5,2.079441542,7.578656851,7.596392304,0,1.386294361,1.386294361,1.386294361,1.386294361,0,3,5.123963979,0.693147181,0,6.548219103,6.762729507,1.386294361,6.762729507,0,0,6.762729507,0.693147181,0,1,0,2,0.693147181,3,1.791759469,2.197224577,0,0,7.579678823,2,572,1.386294361,1.386294361,0,0,0,0,0,0,0,0,0,2006,2,1.386294361,0,0.693147181,0.693147181,0,1.609437912,1,0.693147181,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,35,2.302585093,2.302585093,1.386294361,0,1716,0,6,0.693147181,0,6.350885717,0,1,2,7.455298486,6.762729507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
70,9.036106025,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.585281079,7.585281079,5.129898715,1.386294361,1.386294361,1.386294361,1.386294361,1.098612289,4,6.924612396,0.693147181,0,3.610917913,6.959398512,1.609437912,6.959398512,0,0,6.959398512,0.693147181,0,1,0.693147181,3,0.693147181,3,1.791759469,2.197224577,0,0,7.585281079,1,288,1.386294361,1.386294361,1.098612289,5.877735782,0,0,0,0,0,0,0,2006,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,25,2.302585093,2.302585093,1.386294361,0,864,0,4,0.693147181,0,5.666426688,0,1,2.5,7.652070746,6.959398512,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,9.071193241,1.098612289,1.609437912,1.609437912,1.386294361,5,1.945910149,7.582738489,7.582738489,5.003946306,1.386294361,1.609437912,1.386294361,1.386294361,0.693147181,5,6.65544035,0.693147181,0,5.843544417,7.021976423,1.609437912,7.029087564,0,0,7.029087564,0.693147181,0,2,0,3,0.693147181,3,1.945910149,2.197224577,0,0,7.582738489,2,525,1.386294361,1.386294361,1.098612289,5.262690189,3.044522438,4.820281566,0,0,0,0,0,2008,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,1.098612289,0.693147181,0.693147181,1,1.098612289,0.693147181,30,2.302585093,2.564949357,1.386294361,0,1575,0,4,1.098612289,0,6.265301213,0,1,3,7.718240952,7.029087564,4.9698133,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
35,8.209580483,1.098612289,1.609437912,1.609437912,1.386294361,6,1.791759469,7.603897969,7.604396349,4.418840608,1.386294361,1.386294361,1.609437912,1.386294361,1.386294361,6,6.306275287,0.693147181,0,0,6.306275287,1.609437912,6.978213743,0,0,6.978213743,0.693147181,0,2,0,2,0.693147181,3,1.791759469,2.197224577,0,0,7.603897969,2,525,1.386294361,1.386294361,1.098612289,0,3.80666249,0,0,0,0,0,0,2006,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,0.693147181,30,2.302585093,2.302585093,1.386294361,0,1575,0,4,0.693147181,0,6.265301213,0,1,3,7.390181428,6.978213743,3.80666249,1,0.693147181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
313,11.06488683,1.098612289,0.693147181,1.609437912,1.386294361,10,1.791759469,7.605392365,7.605392365,6.680854679,1.791759469,1.386294361,1.791759469,1.386294361,1.386294361,6,8.638525477,0.693147181,0,6.146329258,8.717845705,1.791759469,8.453827316,6.857514063,0,8.638171118,1.098612289,0,2,0.693147181,3,0.693147181,5,2.564949357,2.197224577,1.386294361,4,7.605392365,2,1418,1.386294361,1.386294361,1.098612289,5.370638028,5.680172609,0,0,0,6.17586727,1.386294361,0,2008,3,1.098612289,1.098612289,0.693147181,0.693147181,2,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,50,2.302585093,2.772588722,1.791759469,2.564949357,4254,7.273092596,6,1.098612289,6.867974409,7.257707677,1.945910149,2,4.5,9.371863806,8.638171118,5.680172609,1,0.693147181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
75,8.922791624,1.098612289,1.609437912,1.609437912,1.386294361,5,2.079441542,7.580699752,7.598399329,0,1.386294361,1.386294361,1.386294361,1.386294361,0,2,5.831882477,1.386294361,6.81014245,0,7.128495946,1.791759469,7.128495946,0,0,7.128495946,0.693147181,0,1,0.693147181,3,0.693147181,4,1.945910149,2.197224577,0,0,7.580699752,1,305,1.386294361,1.386294361,1.098612289,5.38907173,0,0,0,0,0,0,0,2010,2,1.386294361,0,0.693147181,0.693147181,0,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,1,0.693147181,0.693147181,35,2.302585093,2.302585093,1.609437912,0,915,0,6,0.693147181,0,5.723585102,0,2,2.5,7.821242084,7.128495946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,9.283869605,1.098612289,1.386294361,1.609437912,1.386294361,7,1.791759469,7.60090246,7.60090246,5.843544417,1.609437912,1.386294361,1.609437912,1.386294361,0,6,6.543911846,0.693147181,0,5.65248918,6.886531643,1.791759469,6.913737351,6.886531643,0,7.592870288,0,0,2,0.693147181,3,0.693147181,4,2.302585093,2.197224577,0.693147181,3,7.60090246,2,490,1.386294361,1.386294361,1.098612289,0,0,0,0,0,0,0,0,2009,3,1.098612289,0,0.693147181,0.693147181,1,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,1.386294361,1470,0,6,1.098612289,0,6.196444128,0.693147181,2,2.5,7.993619995,7.592870288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,8.922791624,1.098612289,1.386294361,1.609437912,1.386294361,6,2.079441542,7.571988449,7.576097341,0,1.386294361,1.386294361,1.386294361,1.386294361,0,4,6.306275287,0.693147181,0,5.416100402,6.64898455,1.098612289,6.625392368,6.609349243,0,7.309881486,0,0,1,0,3,0.693147181,4,2.079441542,2.197224577,1.098612289,4,7.571988449,1,213,1.386294361,1.386294361,0.693147181,0,0,0,0,5.416100402,0,0,0,2009,2,1.386294361,0,0.693147181,0.693147181,2,1.609437912,2,0.693147181,1.098612289,0.693147181,0.693147181,1,0.693147181,0.693147181,42,2.302585093,2.302585093,1.609437912,2.197224577,639,0,6,0.693147181,0,5.365976015,1.609437912,2,1,7.725771442,7.309881486,5.416100402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
92,9.222367752,1.098612289,1.609437912,1.609437912,1.386294361,8,1.791759469,7.598399329,7.598399329,5.97126184,1.609437912,1.386294361,1.609437912,1.386294361,0,6,6.608000625,0.693147181,0,6.054439346,7.061334367,1.791759469,7.093404626,7.188412736,0,7.834788107,0.693147181,0,2,0.693147181,4,0.693147181,4,2.197224577,2.197224577,0.693147181,3,7.598399329,3,844,1.386294361,1.386294361,1.098612289,5.736572297,4.369447852,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,1,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,40,2.302585093,2.564949357,1.609437912,1.386294361,2532,0,6,1.098612289,0,6.739336627,0.693147181,2,3.5,8.213923596,7.834788107,4.369447852,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
73,9.069813137,1.098612289,1.609437912,1.609437912,1.386294361,7,1.791759469,7.603897969,7.603897969,5.433722004,1.609437912,1.386294361,1.609437912,1.386294361,1.098612289,1,0,0.693147181,0,7.38832786,7.38832786,1.791759469,7.38832786,0,0,7.38832786,0,0,2,0,3,0.693147181,4,2.079441542,2.197224577,0,0,7.603897969,3,834,1.386294361,1.386294361,1.098612289,5.342334252,4.094344562,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,0,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,0,2502,0,6,1.098612289,0,6.727431725,0,2,2,8.081165778,7.38832786,4.094344562,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,8.120886021,1.098612289,1.609437912,1.609437912,1.386294361,7,1.791759469,7.60339934,7.60339934,4.770684624,1.609437912,1.386294361,1.609437912,1.386294361,0,1,0,0.693147181,0,6.884486652,6.884486652,1.791759469,6.884486652,6.597145702,0,7.443663683,0,0,2,0,3,0.693147181,4,2.079441542,1.609437912,0,0,7.60339934,2,380,1.386294361,1.386294361,1.098612289,0,3.713572067,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,0,1.098612289,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,0,1140,0,6,1.098612289,0,5.942799375,0,2,2,7.895436007,7.443663683,3.713572067,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
108,9.486000469,1.098612289,1.386294361,1.609437912,1.386294361,9,1.791759469,7.604396349,7.604894481,5.707110265,1.609437912,1.386294361,1.791759469,1.386294361,0,6,7.360739903,0.693147181,0,4.394449155,7.410347098,1.791759469,7.410347098,0,0,7.410347098,0.693147181,0,2,0,2,0.693147181,5,1.945910149,2.197224577,1.098612289,5,7.604396349,2,840,1.386294361,1.386294361,1.098612289,6.003887067,4.634728988,0,0,0,0,0,0,2009,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,1.098612289,0.693147181,0.693147181,2,0.693147181,1.098612289,45,2.302585093,2.564949357,1.791759469,2.397895273,2520,0,6,1.098612289,0,6.73459166,1.609437912,2,3,8.103191752,7.410347098,4.634728988,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48,8.847359875,1.098612289,1.386294361,1.609437912,1.386294361,7,1.791759469,7.603897969,7.604396349,4.553876892,1.609437912,1.386294361,1.609437912,1.386294361,0,1,0,0.693147181,0,7.221835825,7.221835825,1.791759469,7.221835825,0,0,7.221835825,0,0,2,0,2,0.693147181,4,1.945910149,2.197224577,0.693147181,4,7.603897969,2,474,1.386294361,1.386294361,1.098612289,4.890349128,3.583518938,0,0,0,0,0,0,2006,3,1.098612289,0,0.693147181,0.693147181,2,1.609437912,2,1.098612289,0.693147181,0.693147181,0.693147181,2,0.693147181,1.098612289,35,2.302585093,2.564949357,1.609437912,1.609437912,1422,0,6,1.098612289,0,6.163314804,1.098612289,2,2,7.914617709,7.221835825,3.583518938,1,0.693147181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,8.996280439,1.098612289,1.609437912,1.609437912,1.386294361,5,1.791759469,7.598399329,7.598900457,0,1.386294361,1.609437912,1.609437912,1.609437912,0,5,6.616065185,0.693147181,0,5.501258211,6.898714534,1.791759469,6.898714534,0,0,6.898714534,0.693147181,0,1,0,3,0.693147181,3,1.791759469,2.197224577,0,0,7.601402335,2,480,1.386294361,1.386294361,1.098612289,0,4.17438727,0,0,0,0,0,0,2009,2,1.098612289,0,0.693147181,0.693147181,0,1.609437912,1,1.098612289,1.098612289,0.693147181,1.098612289,2,1.098612289,0.693147181,25,2.302585093,2.564949357,1.386294361,0,1440,0,4,1.098612289,0,6.17586727,0,1,2,7.591357047,6.898714534,4.17438727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
